timestamp,arm1_px,arm1_py,arm1_pz,arm1_qw,arm1_qx,arm1_qy,arm1_qz,arm1_gripper,arm2_px,arm2_py,arm2_pz,arm2_qw,arm2_qx,arm2_qy,arm2_qz,arm2_gripper
1760941172728,0.239179,0.122594,1.123583,0.872145,-0.244744,-0.398214,0.144533,1,-0.170274,0.175935,1.086713,0.852542,0.181648,0.416793,-0.257798,1
1760941172751,0.243853,0.121534,1.123249,0.873602,-0.242063,-0.399988,0.135039,1,-0.168428,0.175383,1.087293,0.849686,0.182424,0.420469,-0.260693,1
1760941172765,0.247646,0.122834,1.124275,0.874131,-0.239849,-0.400016,0.135477,1,-0.166646,0.175089,1.087459,0.853261,0.180123,0.416010,-0.257754,1
1760941172781,0.215805,0.157556,1.149241,0.938154,-0.154654,-0.266466,0.157943,1,-0.164820,0.174615,1.087768,0.855734,0.183030,0.416151,-0.247057,1
1760941172797,0.226197,0.155516,1.146677,0.934477,-0.161927,-0.276493,0.155192,1,-0.162763,0.174588,1.088471,0.855188,0.176136,0.414462,-0.256614,1
1760941172814,0.234821,0.153880,1.144362,0.933228,-0.165265,-0.282395,0.148410,1,-0.161036,0.173857,1.088810,0.858130,0.182317,0.415372,-0.240500,1
1760941172829,0.261780,0.127459,1.126369,0.876050,-0.239225,-0.393930,0.141868,1,-0.159415,0.173822,1.089481,0.859535,0.179622,0.414655,-0.238739,1
1760941172848,0.264623,0.129125,1.127099,0.877282,-0.235960,-0.393156,0.141871,1,-0.157559,0.173254,1.090203,0.857911,0.176718,0.415873,-0.244558,1
1760941172864,0.267292,0.130896,1.127507,0.877709,-0.234950,-0.391980,0.144143,1,-0.155887,0.173313,1.091011,0.857005,0.177845,0.417445,-0.244242,1
1760941172880,0.248696,0.155216,1.144729,0.937878,-0.169773,-0.268993,0.138578,1,-0.154030,0.172739,1.091728,0.857479,0.174613,0.417359,-0.245056,1
1760941172896,0.255501,0.154754,1.143260,0.937592,-0.166984,-0.277793,0.125966,1,-0.152181,0.172516,1.092274,0.862330,0.179338,0.412053,-0.233319,1
1760941172912,0.245352,0.186374,1.166193,0.462874,0.267872,-0.820015,0.203883,1,-0.150557,0.172469,1.092936,0.861377,0.175387,0.413733,-0.236841,1
1760941172929,0.254035,0.178798,1.159772,0.594281,0.325258,-0.463729,0.570958,1,-0.148602,0.171939,1.093513,0.865070,0.170229,0.411060,-0.231744,1
1760941172952,0.260548,0.173727,1.155625,0.722728,0.366871,-0.387417,0.439292,1,-0.146977,0.171887,1.094171,0.864004,0.171494,0.411829,-0.233416,1
1760941172967,0.265703,0.170094,1.152030,0.788188,0.362442,-0.345242,0.358055,1,-0.145251,0.171395,1.094750,0.866159,0.168203,0.410632,-0.229908,1
1760941172984,0.270189,0.167283,1.149483,0.826249,0.340761,-0.323396,0.310823,1,-0.143218,0.171154,1.095251,0.866986,0.166973,0.409649,-0.229439,1
1760941172998,0.273710,0.165325,1.147249,0.854762,0.332288,-0.307104,0.254270,1,-0.141367,0.170915,1.095784,0.864546,0.166693,0.413200,-0.232464,1
1760941173012,0.276683,0.164164,1.145362,0.864139,0.314969,-0.304479,0.247690,1,-0.139413,0.170363,1.096046,0.863586,0.159917,0.413835,-0.239554,1
1760941173028,0.279132,0.163562,1.144184,0.867593,0.302154,-0.308465,0.246648,1,-0.137799,0.170175,1.096422,0.868054,0.164554,0.409541,-0.227333,1
1760941173048,0.281606,0.163431,1.142993,0.875950,0.294145,-0.305299,0.230181,1,-0.135846,0.169619,1.096680,0.865530,0.163347,0.412100,-0.233130,1
1760941173064,0.283434,0.162826,1.142331,0.885257,0.266725,-0.300159,0.234695,1,-0.134173,0.169228,1.097292,0.866158,0.158092,0.412208,-0.234226,1
1760941173080,0.284925,0.163250,1.141710,0.888141,0.264554,-0.297846,0.229137,1,-0.132429,0.168626,1.097513,0.863749,0.151602,0.412796,-0.246079,1
1760941173098,0.286324,0.163924,1.141313,0.892548,0.262137,-0.295061,0.218131,1,-0.130993,0.168561,1.097725,0.864525,0.155264,0.412785,-0.241036,1
1760941173114,0.287487,0.164302,1.140852,0.888972,0.253680,-0.301102,0.233908,1,-0.129463,0.167771,1.097796,0.863100,0.151633,0.414249,-0.245895,1
1760941173130,0.288701,0.164860,1.140577,0.890974,0.245383,-0.303694,0.231780,1,-0.128136,0.167451,1.097744,0.866263,0.155524,0.408975,-0.241123,1
1760941173148,0.289492,0.165171,1.140151,0.894560,0.241516,-0.302858,0.222958,1,-0.126873,0.166886,1.098205,0.861503,0.151261,0.414041,-0.251997,1
1760941173164,0.290022,0.165600,1.140105,0.892146,0.235341,-0.307464,0.232716,1,-0.125504,0.166516,1.097876,0.865296,0.157702,0.409970,-0.241490,1
1760941173180,0.290664,0.166357,1.139783,0.894158,0.233004,-0.305338,0.230129,1,-0.124559,0.166295,1.097939,0.860419,0.159591,0.413629,-0.251239,1
1760941173196,0.291239,0.166423,1.139578,0.895509,0.226485,-0.304906,0.231951,1,-0.123633,0.166364,1.098269,0.862658,0.166075,0.411958,-0.241932,1
1760941173212,0.291723,0.167248,1.139321,0.893508,0.227590,-0.306862,0.235973,1,-0.122598,0.165693,1.097947,0.862964,0.162492,0.410497,-0.245728,1
1760941173229,0.292085,0.167573,1.139377,0.896102,0.228944,-0.306924,0.224463,1,-0.121863,0.165162,1.097879,0.863062,0.163221,0.409612,-0.246375,1
1760941173248,0.292523,0.168031,1.139276,0.892718,0.227219,-0.312803,0.231475,1,-0.121385,0.165032,1.097793,0.866811,0.161225,0.402722,-0.245889,1
1760941173264,0.292868,0.168614,1.139273,0.892249,0.223962,-0.313039,0.236091,1,-0.121184,0.164783,1.097761,0.867357,0.154378,0.402939,-0.247991,1
1760941173280,0.293126,0.169460,1.139336,0.890123,0.225546,-0.316666,0.237765,1,-0.120990,0.164552,1.097568,0.868042,0.154398,0.399466,-0.251181,1
1760941173299,0.293373,0.169494,1.139301,0.888924,0.221718,-0.318358,0.243524,1,-0.120879,0.164798,1.097825,0.865451,0.158352,0.401546,-0.254322,1
1760941173315,0.293738,0.170088,1.139106,0.891214,0.224747,-0.317562,0.233198,1,-0.120685,0.164566,1.097632,0.872403,0.158228,0.393461,-0.243034,1
1760941173329,0.293555,0.170242,1.138985,0.889579,0.219685,-0.318838,0.242342,1,-0.120727,0.164614,1.097906,0.869607,0.160189,0.395104,-0.249030,1
1760941173349,0.293555,0.170242,1.138985,0.889832,0.222045,-0.319044,0.238967,1,-0.120727,0.164614,1.097906,0.871243,0.160643,0.392660,-0.246876,1
1760941173365,0.293559,0.170441,1.138773,0.889749,0.220551,-0.316961,0.243394,1,-0.120956,0.164652,1.097914,0.870099,0.154253,0.393343,-0.253801,1
1760941173383,0.293749,0.170598,1.138955,0.889913,0.222939,-0.318019,0.239199,1,-0.121164,0.164605,1.097880,0.875385,0.162418,0.388447,-0.237550,1
1760941173397,0.293815,0.171020,1.139084,0.883424,0.221388,-0.328675,0.250045,1,-0.121337,0.164753,1.098033,0.874040,0.169968,0.389301,-0.235818,1
1760941173412,0.293353,0.171012,1.139095,0.884117,0.220867,-0.325178,0.252616,1,-0.121677,0.164545,1.097783,0.873524,0.159691,0.388013,-0.246782,1
1760941173429,0.292915,0.170586,1.138662,0.887073,0.219471,-0.323345,0.245726,1,-0.121677,0.164545,1.097783,0.876153,0.166119,0.386032,-0.236095,1
1760941173448,0.292701,0.170611,1.138637,0.883798,0.209966,-0.327323,0.260143,1,-0.121871,0.164777,1.097976,0.875153,0.163633,0.385291,-0.242657,1
1760941173464,0.292421,0.170449,1.138769,0.884318,0.215690,-0.329098,0.251307,1,-0.122030,0.164977,1.097734,0.878032,0.164361,0.382399,-0.236255,1
1760941173481,0.291988,0.170458,1.138409,0.884043,0.214998,-0.329201,0.252725,1,-0.121865,0.165071,1.098041,0.876681,0.164115,0.384796,-0.237546,1
1760941173496,0.291420,0.170703,1.138676,0.887237,0.218485,-0.324852,0.244022,1,-0.121980,0.165175,1.097617,0.878849,0.163792,0.380756,-0.236267,1
1760941173512,0.291113,0.171121,1.138501,0.887932,0.218496,-0.324262,0.242261,1,-0.122174,0.165406,1.097809,0.878863,0.170139,0.383440,-0.227216,1
1760941173528,0.290792,0.171399,1.138733,0.887909,0.217587,-0.325880,0.240989,1,-0.122140,0.165598,1.097994,0.879236,0.164537,0.383605,-0.229608,1
1760941173548,0.290343,0.171134,1.138968,0.888328,0.218465,-0.327921,0.235826,1,-0.121759,0.165496,1.097875,0.880351,0.167340,0.380239,-0.228905,1
1760941173564,0.290022,0.171412,1.139201,0.881489,0.211724,-0.333921,0.258160,1,-0.121246,0.165004,1.097913,0.884684,0.168089,0.376654,-0.217286,1
1760941173580,0.289436,0.171668,1.139156,0.884531,0.210740,-0.331446,0.251668,1,-0.121204,0.164955,1.097639,0.882923,0.166089,0.379627,-0.220781,1
1760941173596,0.288906,0.172003,1.138669,0.888551,0.205447,-0.327833,0.246563,1,-0.120886,0.165247,1.097930,0.883447,0.161866,0.379891,-0.221366,1
1760941173612,0.288357,0.172302,1.139222,0.884914,0.205005,-0.330877,0.255773,1,-0.120449,0.165253,1.097955,0.882725,0.161453,0.380973,-0.222686,1
1760941173629,0.287845,0.172494,1.139232,0.885715,0.203511,-0.331687,0.253133,1,-0.120069,0.165150,1.097836,0.883691,0.157851,0.380000,-0.223101,1
1760941173648,0.287207,0.172567,1.138998,0.883397,0.203876,-0.333693,0.258249,1,-0.119556,0.165213,1.097934,0.882882,0.160433,0.380238,-0.224053,1
1760941173664,0.286697,0.172955,1.138795,0.887842,0.200389,-0.330959,0.249094,1,-0.118947,0.165073,1.097808,0.886448,0.165246,0.376814,-0.211930,1
1760941173681,0.286342,0.173176,1.139086,0.886878,0.202403,-0.331455,0.250237,1,-0.118704,0.164776,1.097502,0.891277,0.161084,0.372204,-0.202834,1
1760941173696,0.285692,0.173009,1.138911,0.888198,0.208381,-0.330977,0.241116,1,-0.118191,0.164838,1.097599,0.890230,0.163761,0.372469,-0.204793,1
1760941173713,0.285457,0.173527,1.139112,0.885855,0.203669,-0.333215,0.250493,1,-0.117589,0.164405,1.097408,0.895267,0.162749,0.365043,-0.196857,1
1760941173728,0.284915,0.173784,1.139006,0.887774,0.202910,-0.333669,0.243617,1,-0.117047,0.164638,1.097383,0.895586,0.162832,0.363731,-0.197767,1
1760941173748,0.284668,0.173752,1.139040,0.887391,0.203404,-0.334257,0.243795,1,-0.116834,0.164442,1.096957,0.901314,0.167427,0.358248,-0.176802,1
1760941173764,0.284200,0.174238,1.138929,0.891218,0.204242,-0.331142,0.233153,1,-0.116149,0.164355,1.096900,0.902387,0.175656,0.355122,-0.169502,1
1760941173780,0.283734,0.174187,1.138626,0.891299,0.200990,-0.331251,0.235502,1,-0.115977,0.164207,1.096748,0.907898,0.166523,0.347935,-0.164112,1
1760941173796,0.252386,0.174301,1.133289,0.952559,0.295122,-0.063797,-0.038259,1,-0.115748,0.164171,1.096741,0.907184,0.167304,0.346520,-0.170147,1
1760941173812,0.259785,0.174906,1.134598,0.948016,0.281753,-0.141016,0.044662,1,-0.115756,0.164149,1.096434,0.906915,0.165359,0.346343,-0.173807,1
1760941173828,0.265230,0.175800,1.135792,0.935508,0.270354,-0.196643,0.114302,1,-0.115543,0.163953,1.096008,0.908519,0.166305,0.343609,-0.169906,1
1760941173848,0.269471,0.175882,1.136363,0.925144,0.259359,-0.234091,0.148471,1,-0.115572,0.164055,1.095888,0.910134,0.174389,0.341105,-0.157772,1
1760941173864,0.272361,0.175881,1.136865,0.914344,0.255568,-0.261170,0.174502,1,-0.115572,0.164055,1.095888,0.912631,0.179320,0.337719,-0.144549,1
1760941173880,0.274707,0.176033,1.136921,0.909893,0.235478,-0.281966,0.192720,1,-0.115530,0.164007,1.095615,0.914124,0.172587,0.334734,-0.150150,1
1760941173896,0.276457,0.175805,1.137267,0.901826,0.236197,-0.295640,0.208608,1,-0.115502,0.164178,1.095493,0.919404,0.171738,0.326047,-0.137463,1
1760941173912,0.277782,0.176077,1.137268,0.902749,0.210070,-0.306286,0.217033,1,-0.115282,0.164277,1.095133,0.921177,0.176735,0.321134,-0.130656,1
1760941173928,0.278528,0.176339,1.137588,0.896555,0.219473,-0.312347,0.224632,1,-0.115282,0.164277,1.095133,0.923225,0.180014,0.316622,-0.122475,1
1760941173949,0.279322,0.176270,1.137638,0.893981,0.223163,-0.317746,0.223683,1,-0.115282,0.164277,1.095133,0.924497,0.181963,0.314267,-0.115891,1
1760941173964,0.279594,0.176200,1.137406,0.892019,0.210677,-0.319567,0.240403,1,-0.115336,0.163690,1.094380,0.927545,0.182810,0.311077,-0.097322,1
1760941173980,0.280205,0.176006,1.137580,0.893828,0.209462,-0.321465,0.232072,1,-0.115128,0.163735,1.094413,0.928559,0.181304,0.308297,-0.099299,1
1760941173996,0.280666,0.176091,1.137532,0.898518,0.198665,-0.321030,0.223914,1,-0.115100,0.163906,1.094291,0.930482,0.177530,0.305591,-0.096442,1
1760941174012,0.280818,0.176078,1.137503,0.899628,0.191520,-0.324583,0.220534,1,-0.114680,0.163755,1.093900,0.932981,0.184114,0.299608,-0.076696,1
1760941174028,0.281095,0.176479,1.137655,0.898775,0.193220,-0.325208,0.221607,1,-0.114709,0.163857,1.093780,0.932826,0.186170,0.300065,-0.071668,1
1760941174050,0.281095,0.176479,1.137655,0.898760,0.181668,-0.325170,0.231282,1,-0.114302,0.163925,1.093539,0.934717,0.187245,0.294805,-0.065821,1
1760941174064,0.281063,0.176349,1.137754,0.897675,0.194466,-0.325262,0.224872,1,-0.114235,0.163827,1.093198,0.934144,0.194382,0.294123,-0.055514,1
1760941174080,0.281102,0.176240,1.137209,0.897230,0.186483,-0.325303,0.233196,1,-0.113857,0.163723,1.093080,0.933731,0.199617,0.293143,-0.048646,1
1760941174096,0.281102,0.176240,1.137209,0.900621,0.177890,-0.325535,0.226417,1,-0.113417,0.163764,1.092407,0.936542,0.195687,0.287065,-0.046799,1
1760941174112,0.281135,0.176370,1.137110,0.897163,0.186887,-0.327694,0.229757,1,-0.113210,0.163808,1.092440,0.936265,0.196872,0.286711,-0.049454,1
1760941174128,0.281104,0.176509,1.136958,0.896613,0.185347,-0.325260,0.236512,1,-0.112832,0.163703,1.092321,0.936749,0.193577,0.288113,-0.044950,1
