timestamp,arm1_px,arm1_py,arm1_pz,arm1_qw,arm1_qx,arm1_qy,arm1_qz,arm1_gripper
1760941162629,0.276768,0.264735,1.100199,0.064278,-0.926128,-0.371687,0.002093,1
1760941162649,0.276486,0.264827,1.100062,0.018897,-0.928003,-0.372093,0.000183,1
1760941162665,0.276486,0.264827,1.100062,0.022457,-0.925324,-0.378513,0.000259,1
1760941162681,0.276109,0.265045,1.099661,0.003211,-0.924873,-0.380262,0.000005,1
1760941162697,0.275994,0.265319,1.099910,-0.011900,-0.925415,-0.378769,0.000075,1
1760941162713,0.275735,0.265197,1.099640,-0.000843,-0.926964,-0.375148,0.000000,1
1760941162729,0.275291,0.265250,1.099562,0.008102,-0.926727,-0.375647,0.000035,1
1760941162749,0.275065,0.265272,1.099536,0.017100,-0.928331,-0.371361,0.000153,1
1760941162765,0.274620,0.265338,1.099842,0.019924,-0.927335,-0.373702,0.000209,1
1760941162781,0.274239,0.265342,1.100231,0.023084,-0.927405,-0.373345,0.000282,1
1760941162797,0.273751,0.265537,1.100369,0.003630,-0.929329,-0.369234,0.000007,1
1760941162813,0.273100,0.265175,1.100920,-0.006730,-0.934317,-0.356381,0.000024,1
1760941162829,0.272512,0.265272,1.101581,0.001212,-0.935708,-0.352775,0.000001,1
1760941162849,0.271416,0.264961,1.102432,0.029228,-0.932032,-0.361195,0.000450,1
1760941162865,0.270838,0.263662,1.103190,0.016538,-0.938205,-0.345685,0.000145,1
1760941162881,0.269462,0.262889,1.104066,0.028679,-0.934183,-0.355639,0.000438,1
1760941162897,0.267654,0.261374,1.105135,0.031976,-0.930725,-0.364319,0.000546,1
1760941162913,0.266104,0.259625,1.106767,0.041873,-0.929496,-0.366446,0.000945,1
1760941162929,0.264389,0.257685,1.108006,0.065364,-0.922141,-0.381286,0.002303,1
1760941162949,0.262146,0.255351,1.110180,0.062634,-0.921425,-0.383468,0.002148,1
1760941162965,0.260061,0.252517,1.112600,0.057894,-0.920943,-0.385369,0.001855,1
1760941162983,0.257429,0.249473,1.115373,0.050419,-0.921438,-0.385238,0.001432,1
1760941162999,0.255208,0.246647,1.118146,0.050255,-0.919302,-0.390329,0.001437,1
1760941163013,0.252124,0.243233,1.121160,0.071629,-0.911766,-0.404405,0.002934,1
1760941163029,0.248981,0.239422,1.124036,0.080173,-0.908079,-0.411038,0.003670,1
1760941163049,0.245944,0.235605,1.127444,0.069621,-0.908417,-0.412218,0.002794,1
1760941163065,0.242515,0.231040,1.130454,0.078495,-0.902659,-0.423123,0.003564,1
1760941163081,0.238896,0.225865,1.133549,0.065890,-0.906087,-0.417922,0.002504,1
1760941163097,0.235673,0.220876,1.136555,0.060134,-0.902851,-0.425722,0.002091,1
1760941163113,0.232556,0.215611,1.140132,0.040542,-0.903483,-0.426701,0.000958,1
1760941163129,0.229314,0.210219,1.143448,0.036914,-0.901883,-0.430399,0.000796,1
1760941163149,0.225703,0.204747,1.146775,0.038091,-0.898670,-0.436968,0.000848,1
1760941163165,0.222167,0.198959,1.150050,0.070065,-0.889567,-0.451391,0.002851,1
1760941163181,0.219021,0.194185,1.153737,0.067004,-0.888783,-0.453396,0.002630,1
1760941163197,0.215736,0.188884,1.156314,0.038251,-0.896691,-0.441000,0.000864,1
1760941163213,0.212269,0.183725,1.159387,0.038720,-0.893510,-0.447369,0.000883,1
1760941163229,0.209084,0.179287,1.161971,0.047546,-0.891417,-0.450681,0.001331,1
1760941163249,0.205853,0.174542,1.164385,0.038249,-0.895722,-0.442966,0.000857,1
1760941163265,0.202996,0.170473,1.167156,0.062713,-0.885840,-0.459728,0.002312,1
1760941163281,0.200443,0.166565,1.169329,0.023253,-0.895849,-0.443749,0.000320,1
1760941163297,0.197348,0.163253,1.171547,0.018976,-0.893677,-0.448310,0.000213,1
1760941163313,0.195010,0.159333,1.173710,-0.003083,-0.901328,-0.433125,0.000006,1
1760941163331,0.192828,0.156344,1.175967,0.015946,-0.901042,-0.433439,0.000152,1
1760941163352,0.190577,0.153321,1.177575,0.022086,-0.900889,-0.433487,0.000288,1
1760941163368,0.188748,0.151201,1.179637,0.025949,-0.902610,-0.429677,0.000394,1
1760941163382,0.186576,0.148975,1.181329,0.053724,-0.898521,-0.435628,0.001677,1
1760941163397,0.184907,0.147035,1.182790,0.051293,-0.902995,-0.426575,0.001515,1
1760941163413,0.183496,0.145079,1.184520,0.053959,-0.905982,-0.419860,0.001674,1
1760941163429,0.182136,0.143704,1.185990,0.059225,-0.903012,-0.425509,0.002012,1
1760941163449,0.181168,0.142369,1.187251,0.052235,-0.901532,-0.429545,0.001573,1
1760941163465,0.179926,0.140878,1.188636,0.068648,-0.893776,-0.443220,0.002695,1
1760941163481,0.179095,0.139240,1.189037,0.085220,-0.888124,-0.451614,0.004151,1
1760941163497,0.177850,0.137709,1.190128,0.091446,-0.886338,-0.453895,0.004749,1
1760941163513,0.177331,0.136030,1.190499,0.085096,-0.892789,-0.442347,0.004019,1
1760941163529,0.176735,0.134847,1.191399,0.074491,-0.894291,-0.441231,0.003065,1
1760941163549,0.176080,0.133347,1.191718,0.088022,-0.890959,-0.445450,0.004283,1
1760941163565,0.175374,0.132763,1.192229,0.087710,-0.888927,-0.449554,0.004230,1
1760941163581,0.174950,0.131714,1.193052,0.097373,-0.885034,-0.455198,0.005216,1
1760941163597,0.174557,0.130727,1.193162,0.089124,-0.887817,-0.451464,0.004345,1
1760941163613,0.174138,0.130235,1.193509,0.076994,-0.890812,-0.447790,0.003222,1
